budget_id,room_member_id,budget_amount,submitted_at
502540,302740,31000,2026-01-06 22:06:57
502541,302741,37000,2026-01-06 21:09:57
502542,302742,14000,2026-01-06 21:18:20
502543,302743,25000,2026-01-06 21:26:20
502544,302744,18000,2026-01-06 21:11:20
502545,302745,47000,2026-01-06 21:12:20
502546,302746,43000,2026-01-06 21:44:34
502547,302747,35000,2026-01-06 21:33:34
502548,302748,18000,2026-01-06 22:08:38
502549,302749,32000,2026-01-06 21:38:38
502550,302750,15000,2026-01-06 22:07:23
502551,302751,24000,2026-01-06 22:36:23
502552,302752,22000,2026-01-06 22:44:23
502553,302753,18000,2026-01-06 21:57:46
502554,302754,28000,2026-01-06 21:51:46
502555,302756,33000,2026-01-06 22:22:46
502556,302757,21000,2026-01-06 22:34:57
502557,302759,31000,2026-01-06 22:19:57
502558,302760,41000,2026-01-06 22:27:57
502559,302761,21000,2026-01-06 21:57:57
502560,302762,14000,2026-01-06 22:53:55
502561,302763,37000,2026-01-06 22:56:55
502562,302764,34000,2026-01-06 22:58:55
502563,302765,44000,2026-01-06 22:38:58
502564,302766,18000,2026-01-06 22:56:58
502565,302767,27000,2026-01-06 22:33:24
502566,302768,48000,2026-01-06 22:37:24
502567,302769,30000,2026-01-06 23:06:24
502568,302770,35000,2026-01-06 23:04:24
502569,302771,24000,2026-01-06 23:14:14
502570,302772,13000,2026-01-06 22:58:14
502571,302773,43000,2026-01-06 23:21:58
502572,302774,34000,2026-01-06 22:53:58
502573,302775,32000,2026-01-06 23:22:58
502574,302776,18000,2026-01-06 23:33:58
502575,302777,45000,2026-01-06 23:39:58
502576,302778,33000,2026-01-06 23:54:23
502577,302779,13000,2026-01-06 22:56:23
502578,302780,46000,2026-01-06 23:44:23
502579,302781,31000,2026-01-06 22:57:23
502580,302782,37000,2026-01-06 23:22:46
502581,302783,25000,2026-01-06 23:46:46
502582,302784,25000,2026-01-06 23:25:46
502583,302785,23000,2026-01-06 23:11:46
502584,302786,17000,2026-01-06 23:56:46
502585,302787,46000,2026-01-07 00:02:56
502586,302788,42000,2026-01-06 23:34:56
502587,302789,23000,2026-01-06 23:48:56
502588,302790,46000,2026-01-06 23:48:58
502589,302791,42000,2026-01-07 00:05:58
502590,302792,30000,2026-01-07 00:40:40
502591,302793,46000,2026-01-06 23:43:40
502592,302794,13000,2026-01-06 23:56:40
502593,302795,14000,2026-01-07 00:24:40
502594,302796,11000,2026-01-07 00:06:40
502595,302797,20000,2026-01-07 00:36:44
502596,302799,15000,2026-01-07 00:48:18
502597,302801,30000,2026-01-07 00:48:18
502598,302802,37000,2026-01-07 01:05:14
502599,302803,35000,2026-01-07 00:38:14
502600,302804,47000,2026-01-07 00:52:14
502601,302805,15000,2026-01-07 01:07:14
502602,302806,50000,2026-01-07 00:43:14
502603,302807,38000,2026-01-07 00:20:07
502604,302809,10000,2026-01-07 00:35:07
502605,302810,27000,2026-01-07 00:25:07
502606,302811,19000,2026-01-07 01:28:56
502607,302812,14000,2026-01-07 01:08:56
502608,302813,42000,2026-01-07 01:26:56
502609,302815,47000,2026-01-07 01:37:44
502610,302816,16000,2026-01-07 00:51:44
502611,302817,31000,2026-01-07 00:38:48
502612,302818,17000,2026-01-07 01:07:48
502613,302819,36000,2026-01-07 01:20:48
502614,302820,44000,2026-01-07 01:08:02
502615,302821,14000,2026-01-07 01:42:02
502616,302822,28000,2026-01-07 01:54:19
502617,302823,11000,2026-01-07 02:02:19
502618,302824,42000,2026-01-07 01:54:19
502619,302825,15000,2026-01-07 01:18:11
502620,302826,47000,2026-01-07 02:18:11
502621,302827,34000,2026-01-07 02:28:11
502622,302828,11000,2026-01-07 01:35:49
502623,302829,21000,2026-01-07 02:02:49
502624,302830,27000,2026-01-07 01:41:49
502625,302831,50000,2026-01-07 02:09:49
502626,302832,41000,2026-01-07 01:32:49
502627,302833,20000,2026-01-07 02:17:12
502628,302834,11000,2026-01-07 02:22:12
502629,302835,39000,2026-01-07 01:56:12
502630,302836,27000,2026-01-07 02:31:12
502631,302837,10000,2026-01-07 01:58:54
502632,302839,29000,2026-01-07 02:00:54
502633,302840,38000,2026-01-07 03:02:32
502634,302841,11000,2026-01-07 02:22:32
502635,302842,42000,2026-01-07 02:28:32
502636,302843,46000,2026-01-07 02:36:32
502637,302845,34000,2026-01-07 02:22:31
502638,302846,43000,2026-01-07 02:41:31
502639,302847,47000,2026-01-07 02:26:31
502640,302848,21000,2026-01-07 02:33:31
502641,302849,48000,2026-01-07 02:34:31
502642,302850,14000,2026-01-07 02:47:24
502643,302852,47000,2026-01-07 03:03:24
502644,302853,48000,2026-01-07 03:25:24
502645,302855,21000,2026-01-07 02:58:54
502646,302857,43000,2026-01-07 03:12:54
502647,302858,25000,2026-01-07 02:48:54
502648,302859,22000,2026-01-07 03:27:54
502649,302860,14000,2026-01-07 03:12:43
502650,302861,39000,2026-01-07 03:12:43
502651,302862,14000,2026-01-07 03:39:43
502652,302863,46000,2026-01-07 03:03:44
502653,302864,43000,2026-01-07 03:33:44
502654,302865,50000,2026-01-07 03:57:44
502655,302866,30000,2026-01-07 03:52:38
502656,302867,18000,2026-01-07 03:27:38
502657,302868,24000,2026-01-07 03:07:49
502658,302869,37000,2026-01-07 03:47:49
502659,302871,44000,2026-01-07 04:24:49
502660,302872,35000,2026-01-07 03:51:49
502661,302873,33000,2026-01-07 03:36:49
502662,302874,31000,2026-01-07 04:04:08
502663,302875,28000,2026-01-07 04:39:08
502664,302876,29000,2026-01-07 04:12:08
502665,302877,24000,2026-01-07 03:30:08
502666,302878,30000,2026-01-07 04:29:08
502667,302879,20000,2026-01-07 03:36:24
502668,302880,24000,2026-01-07 03:53:24
502669,302881,49000,2026-01-07 04:33:50
502670,302882,47000,2026-01-07 03:50:50
502671,302883,12000,2026-01-07 04:02:50
502672,302884,45000,2026-01-07 04:33:48
502673,302885,11000,2026-01-07 04:27:48
502674,302886,18000,2026-01-07 05:02:48
502675,302887,10000,2026-01-07 04:59:48
502676,302888,40000,2026-01-07 05:01:02
502677,302889,32000,2026-01-07 04:18:02
502678,302890,20000,2026-01-07 05:12:02
502679,302891,32000,2026-01-07 04:28:02
502680,302892,32000,2026-01-07 04:55:45
502681,302893,15000,2026-01-07 05:15:45
502682,302894,49000,2026-01-07 05:03:10
502683,302895,17000,2026-01-07 05:02:10
502684,302896,10000,2026-01-07 04:34:10
502685,302897,10000,2026-01-07 05:29:10
502686,302898,25000,2026-01-07 05:04:49
502687,302900,35000,2026-01-07 05:37:47
502688,302901,12000,2026-01-07 05:14:47
502689,302902,11000,2026-01-07 05:51:22
502690,302903,35000,2026-01-07 05:10:22
502691,302904,34000,2026-01-07 05:06:22
502692,302905,23000,2026-01-07 05:38:22
502693,302906,22000,2026-01-07 04:53:22
502694,302907,13000,2026-01-07 06:00:58
502695,302908,42000,2026-01-07 05:43:58
502696,302910,17000,2026-01-07 05:56:58
502697,302911,50000,2026-01-07 05:40:58
502698,302912,19000,2026-01-07 06:26:20
502699,302913,44000,2026-01-07 05:33:20
502700,302914,25000,2026-01-07 05:39:37
502701,302915,35000,2026-01-07 05:38:37
502702,302916,40000,2026-01-07 06:28:31
502703,302917,33000,2026-01-07 06:19:31
502704,302918,13000,2026-01-07 06:43:31
502705,302919,34000,2026-01-07 06:32:23
502706,302920,25000,2026-01-07 06:22:23
502707,302921,34000,2026-01-07 06:17:23
502708,302922,34000,2026-01-07 06:04:19
502709,302923,34000,2026-01-07 05:54:19
502710,302924,33000,2026-01-07 06:21:19
502711,302925,35000,2026-01-07 06:15:04
502712,302926,25000,2026-01-07 06:10:04
502713,302927,15000,2026-01-07 07:03:19
502714,302928,49000,2026-01-07 06:40:19
502715,302929,47000,2026-01-07 06:14:19
502716,302930,25000,2026-01-07 06:47:19
502717,302931,48000,2026-01-07 06:22:19
502718,302932,24000,2026-01-07 07:21:39
502719,302933,35000,2026-01-07 06:23:39
502720,302934,12000,2026-01-07 06:37:39
502721,302935,41000,2026-01-07 07:03:39
502722,302936,50000,2026-01-07 07:01:39
502723,302937,28000,2026-01-07 06:56:36
502724,302938,11000,2026-01-07 07:23:36
502725,302939,34000,2026-01-07 07:07:36
502726,302940,28000,2026-01-07 07:23:36
502727,302941,33000,2026-01-07 07:06:29
502728,302942,30000,2026-01-07 07:21:29
502729,302943,36000,2026-01-07 07:07:29
502730,302944,38000,2026-01-07 07:50:58
502731,302945,35000,2026-01-07 07:15:58
502732,302946,33000,2026-01-07 07:20:58
502733,302947,10000,2026-01-07 06:56:58
502734,302948,30000,2026-01-07 07:26:15
502735,302949,13000,2026-01-07 07:37:15
502736,302950,38000,2026-01-07 07:51:27
502737,302951,33000,2026-01-07 07:27:27
502738,302952,39000,2026-01-07 08:05:27
502739,302953,46000,2026-01-07 07:56:27
502740,302954,35000,2026-01-07 08:15:51
502741,302955,17000,2026-01-07 08:19:51
502742,302956,48000,2026-01-07 08:09:51
502743,302957,35000,2026-01-07 08:05:51
502744,302959,25000,2026-01-07 08:28:05
502745,302960,21000,2026-01-07 07:54:05
502746,302961,25000,2026-01-07 07:54:05
502747,302962,48000,2026-01-07 08:32:05
502748,302963,23000,2026-01-07 08:06:05
502749,302964,18000,2026-01-07 08:25:36
502750,302965,39000,2026-01-07 08:12:36
502751,302966,26000,2026-01-07 07:51:36
502752,302967,20000,2026-01-07 08:09:36
502753,302968,11000,2026-01-07 08:27:07
502754,302969,14000,2026-01-07 08:13:07
502755,302970,21000,2026-01-07 08:44:07
502756,302971,48000,2026-01-07 08:35:06
502757,302972,40000,2026-01-07 08:17:06
502758,302973,27000,2026-01-07 08:50:06
502759,302974,37000,2026-01-07 08:52:34
502760,302975,45000,2026-01-07 08:26:34
502761,302976,37000,2026-01-07 09:01:56
502762,302977,41000,2026-01-07 08:48:56
502763,302978,36000,2026-01-07 09:04:56
502764,302979,35000,2026-01-07 08:47:56
502765,302980,38000,2026-01-07 08:41:56
502766,302981,31000,2026-01-07 09:06:47
502767,302982,29000,2026-01-07 08:59:47
502768,302983,29000,2026-01-07 09:44:44
502769,302984,11000,2026-01-07 09:27:44
502770,302985,36000,2026-01-07 09:08:25
502771,302986,37000,2026-01-07 10:05:25
502772,302987,35000,2026-01-07 09:05:25
502773,302988,50000,2026-01-07 09:51:25
502774,302989,26000,2026-01-07 09:40:25
502775,302990,16000,2026-01-07 09:35:49
502776,302992,44000,2026-01-07 10:07:49
502777,302993,14000,2026-01-07 09:37:49
502778,302994,12000,2026-01-07 09:46:49
502779,302995,23000,2026-01-07 09:40:21
502780,302996,28000,2026-01-07 09:32:21
502781,302997,26000,2026-01-07 09:48:21
502782,302998,45000,2026-01-07 10:05:21
502783,302999,31000,2026-01-07 09:58:46
502784,303000,26000,2026-01-07 09:24:46
502785,303001,20000,2026-01-07 09:56:11
502786,303004,42000,2026-01-07 10:43:20
502787,303005,42000,2026-01-07 10:33:20
502788,303006,38000,2026-01-07 10:15:20
502789,303007,14000,2026-01-07 10:19:50
502790,303008,22000,2026-01-07 10:32:50
502791,303009,35000,2026-01-07 10:16:50
502792,303010,44000,2026-01-07 11:00:50
502793,303012,44000,2026-01-07 10:17:52
502794,303014,13000,2026-01-07 10:52:52
502795,303015,36000,2026-01-07 10:05:52
502796,303016,36000,2026-01-07 10:19:52
502797,303017,43000,2026-01-07 10:46:24
502798,303018,41000,2026-01-07 10:39:24
502799,303019,40000,2026-01-07 10:41:24
502800,303020,43000,2026-01-07 10:46:24
502801,303021,43000,2026-01-07 11:13:24
502802,303022,16000,2026-01-07 10:35:44
502803,303023,26000,2026-01-07 10:29:44
502804,303024,28000,2026-01-07 10:31:44
502805,303025,22000,2026-01-07 10:55:44
502806,303026,40000,2026-01-07 11:47:23
502807,303027,25000,2026-01-07 10:52:23
502808,303028,27000,2026-01-07 10:44:23
502809,303030,13000,2026-01-07 11:10:23
502810,303031,14000,2026-01-07 10:57:45
502811,303032,37000,2026-01-07 11:34:45
502812,303033,41000,2026-01-07 11:50:45
502813,303034,27000,2026-01-07 11:10:54
502814,303035,43000,2026-01-07 10:54:54
502815,303036,23000,2026-01-07 11:22:54
502816,303037,41000,2026-01-07 11:27:54
502817,303039,31000,2026-01-07 12:01:09
502818,303040,18000,2026-01-07 11:39:09
502819,303042,32000,2026-01-07 11:41:41
502820,303043,43000,2026-01-07 11:33:41
502821,303044,46000,2026-01-07 12:06:45
502822,303045,44000,2026-01-07 11:52:45
502823,303046,29000,2026-01-07 11:23:45
502824,303047,43000,2026-01-07 12:10:45
502825,303048,18000,2026-01-07 12:25:45
502826,303049,36000,2026-01-07 11:54:03
502827,303050,37000,2026-01-07 11:32:03
502828,303051,34000,2026-01-07 12:28:03
502829,303052,36000,2026-01-07 12:33:03
502830,303053,16000,2026-01-07 12:26:03
502831,303054,47000,2026-01-07 12:15:24
502832,303055,15000,2026-01-07 12:20:24
502833,303056,28000,2026-01-07 12:39:10
502834,303057,31000,2026-01-07 12:33:10
502835,303058,25000,2026-01-07 12:08:27
502836,303059,40000,2026-01-07 12:23:27
502837,303060,40000,2026-01-07 12:56:18
502838,303061,37000,2026-01-07 12:48:18
502839,303062,38000,2026-01-07 13:07:31
502840,303063,38000,2026-01-07 13:02:31
502841,303064,43000,2026-01-07 12:38:31
502842,303066,23000,2026-01-07 12:59:31
502843,303067,45000,2026-01-07 13:04:30
502844,303068,50000,2026-01-07 13:09:30
502845,303069,36000,2026-01-07 13:03:22
502846,303070,40000,2026-01-07 13:01:22
502847,303071,16000,2026-01-07 12:59:22
502848,303072,15000,2026-01-07 13:44:13
502849,303073,46000,2026-01-07 13:31:13
502850,303074,18000,2026-01-07 14:12:37
502851,303075,10000,2026-01-07 13:36:37
502852,303076,12000,2026-01-07 14:10:37
502853,303077,24000,2026-01-07 13:30:37
502854,303078,34000,2026-01-07 13:35:37
502855,303079,37000,2026-01-07 14:09:31
502856,303080,12000,2026-01-07 13:50:31
502857,303081,30000,2026-01-07 13:50:31
502858,303082,38000,2026-01-07 13:38:59
502859,303083,16000,2026-01-07 14:28:59
502860,303084,23000,2026-01-07 13:50:59
502861,303085,38000,2026-01-07 14:19:45
502862,303087,26000,2026-01-07 13:46:28
502863,303088,23000,2026-01-07 13:59:28
502864,303090,30000,2026-01-07 14:47:35
502865,303091,17000,2026-01-07 14:20:35
502866,303092,38000,2026-01-07 15:11:13
502867,303093,19000,2026-01-07 14:11:13
502868,303094,40000,2026-01-07 14:55:51
502869,303095,24000,2026-01-07 15:22:51
502870,303096,29000,2026-01-07 15:11:51
502871,303097,49000,2026-01-07 14:30:51
502872,303098,33000,2026-01-07 14:59:32
502873,303099,19000,2026-01-07 15:27:32
502874,303100,45000,2026-01-07 15:17:32
502875,303101,33000,2026-01-07 15:28:39
502876,303102,24000,2026-01-07 15:06:39
502877,303103,33000,2026-01-07 14:57:39
502878,303104,11000,2026-01-07 15:17:45
502879,303106,21000,2026-01-07 15:34:45
502880,303107,32000,2026-01-07 15:28:45
502881,303108,37000,2026-01-07 14:53:58
502882,303109,20000,2026-01-07 14:55:58
502883,303110,45000,2026-01-07 15:08:58
502884,303111,16000,2026-01-07 15:28:58
502885,303112,40000,2026-01-07 15:18:58
502886,303113,38000,2026-01-07 15:39:18
502887,303114,18000,2026-01-07 15:48:18
502888,303115,22000,2026-01-07 15:52:18
502889,303117,36000,2026-01-07 15:36:06
502890,303118,34000,2026-01-07 15:55:06
502891,303119,18000,2026-01-07 15:26:06
502892,303120,21000,2026-01-07 16:05:06
502893,303122,23000,2026-01-07 16:30:29
502894,303123,36000,2026-01-07 15:54:29
502895,303124,40000,2026-01-07 16:14:29
502896,303125,50000,2026-01-07 15:39:29
502897,303126,20000,2026-01-07 15:58:29
502898,303127,39000,2026-01-07 15:47:29
502899,303128,13000,2026-01-07 16:09:47
502900,303129,18000,2026-01-07 16:24:47
502901,303130,32000,2026-01-07 16:48:47
502902,303132,50000,2026-01-07 15:52:47
502903,303133,12000,2026-01-07 16:06:00
502904,303134,45000,2026-01-07 16:31:00
502905,303135,31000,2026-01-07 16:32:00
502906,303136,27000,2026-01-07 16:41:00
502907,303137,45000,2026-01-07 16:39:00
502908,303138,25000,2026-01-07 16:34:39
502909,303139,34000,2026-01-07 16:50:39
502910,303140,40000,2026-01-07 16:35:39
502911,303141,47000,2026-01-07 16:57:07
502912,303142,30000,2026-01-07 16:45:07
502913,303143,28000,2026-01-07 16:06:07
502914,303144,16000,2026-01-07 17:01:41
502915,303145,33000,2026-01-07 17:13:41
502916,303146,44000,2026-01-07 17:08:41
502917,303147,26000,2026-01-07 16:42:09
502918,303148,50000,2026-01-07 16:37:09
502919,303150,49000,2026-01-07 17:09:09
502920,303151,13000,2026-01-07 17:16:28
502921,303152,19000,2026-01-07 17:31:28
502922,303153,25000,2026-01-07 17:33:28
502923,303154,21000,2026-01-07 17:29:28
502924,303155,37000,2026-01-07 17:57:40
502925,303156,11000,2026-01-07 17:39:40
502926,303157,28000,2026-01-07 17:38:40
502927,303158,11000,2026-01-07 17:15:40
502928,303159,14000,2026-01-07 17:12:40
502929,303160,37000,2026-01-07 17:23:32
502930,303161,18000,2026-01-07 17:08:32
502931,303162,30000,2026-01-07 17:11:32
502932,303163,34000,2026-01-07 17:25:04
502933,303164,49000,2026-01-07 18:15:04
502934,303165,23000,2026-01-07 17:46:04
502935,303166,21000,2026-01-07 17:59:01
502936,303167,23000,2026-01-07 17:29:01
502937,303168,36000,2026-01-07 18:09:01
502938,303169,29000,2026-01-07 18:14:14
502939,303170,26000,2026-01-07 18:08:14
502940,303171,21000,2026-01-07 18:21:14
502941,303172,40000,2026-01-07 18:37:53
502942,303174,21000,2026-01-07 18:26:53
502943,303175,15000,2026-01-07 18:09:53
502944,303176,41000,2026-01-07 18:42:05
502945,303177,25000,2026-01-07 18:52:05
502946,303178,36000,2026-01-07 18:41:05
502947,303179,33000,2026-01-07 18:25:05
502948,303180,33000,2026-01-07 18:18:05
502949,303181,24000,2026-01-07 18:27:50
502950,303182,36000,2026-01-07 18:26:50
502951,303183,45000,2026-01-07 18:35:50
502952,303184,34000,2026-01-07 18:33:50
502953,303185,39000,2026-01-07 19:21:16
502954,303186,50000,2026-01-07 18:47:16
502955,303188,37000,2026-01-07 18:37:16
502956,303189,46000,2026-01-07 18:55:39
502957,303190,44000,2026-01-07 19:25:39
502958,303191,24000,2026-01-07 19:10:39
502959,303193,11000,2026-01-07 18:33:39
502960,303194,10000,2026-01-07 18:56:49
502961,303195,40000,2026-01-07 19:27:49
502962,303197,17000,2026-01-07 18:40:49
502963,303199,47000,2026-01-07 19:33:53
502964,303200,28000,2026-01-07 19:20:53
502965,303201,22000,2026-01-07 19:40:53
502966,303202,47000,2026-01-07 20:00:53
502967,303203,10000,2026-01-07 18:58:53
502968,303204,17000,2026-01-07 19:18:40
502969,303205,28000,2026-01-07 19:34:40
502970,303206,11000,2026-01-07 19:26:40
502971,303207,31000,2026-01-07 19:06:40
502972,303208,32000,2026-01-07 19:51:55
502973,303209,25000,2026-01-07 19:44:55
502974,303210,24000,2026-01-07 19:26:28
502975,303211,36000,2026-01-07 20:14:28
502976,303212,46000,2026-01-07 20:16:45
502977,303213,13000,2026-01-07 19:43:45
502978,303214,12000,2026-01-07 19:26:45
502979,303216,29000,2026-01-07 20:34:27
502980,303217,12000,2026-01-07 20:04:27
502981,303218,14000,2026-01-07 20:16:00
502982,303219,17000,2026-01-07 20:34:00
502983,303220,31000,2026-01-07 20:23:00
502984,303221,23000,2026-01-07 19:57:00
502985,303222,40000,2026-01-07 20:34:00
502986,303223,44000,2026-01-07 20:39:10
502987,303224,16000,2026-01-07 20:55:10
502988,303225,17000,2026-01-07 20:14:10
502989,303226,47000,2026-01-07 20:32:10
502990,303227,18000,2026-01-07 20:05:10
502991,303228,15000,2026-01-07 20:39:43
502992,303229,39000,2026-01-07 21:07:43
502993,303230,41000,2026-01-07 21:09:43
502994,303231,33000,2026-01-07 20:53:39
502995,303232,48000,2026-01-07 20:16:39
502996,303233,12000,2026-01-07 20:48:39
502997,303234,46000,2026-01-07 20:37:56
502998,303235,32000,2026-01-07 20:37:56
502999,303236,13000,2026-01-07 21:02:35
503000,303237,21000,2026-01-07 21:11:35
503001,303238,32000,2026-01-07 21:13:35
503002,303239,14000,2026-01-07 20:45:15
503003,303240,14000,2026-01-07 21:36:15
503004,303241,49000,2026-01-07 21:15:15
503005,303242,24000,2026-01-07 21:08:16
503006,303243,31000,2026-01-07 21:33:16
503007,303244,35000,2026-01-07 21:28:16
503008,303245,19000,2026-01-07 21:49:16
503009,303247,26000,2026-01-07 21:20:29
503010,303248,12000,2026-01-07 21:22:29
503011,303249,27000,2026-01-07 21:32:29
503012,303250,34000,2026-01-07 21:54:29
503013,303251,21000,2026-01-07 21:39:29
503014,303252,36000,2026-01-07 21:52:50
503015,303253,16000,2026-01-07 21:45:50
503016,303254,36000,2026-01-07 21:31:50
503017,303255,32000,2026-01-07 22:04:50
503018,303256,19000,2026-01-07 21:48:50
503019,303257,30000,2026-01-07 22:26:12
503020,303258,47000,2026-01-07 22:13:12
503021,303259,12000,2026-01-07 22:04:12
503022,303260,16000,2026-01-07 22:36:03
503023,303261,11000,2026-01-07 22:39:03
503024,303262,30000,2026-01-07 22:21:03
503025,303264,10000,2026-01-07 22:42:03
503026,303265,33000,2026-01-07 22:28:25
503027,303266,39000,2026-01-07 22:33:25
503028,303267,29000,2026-01-07 22:20:44
503029,303268,31000,2026-01-07 22:23:44
503030,303269,16000,2026-01-07 22:53:08
503031,303270,39000,2026-01-07 22:27:08
503032,303271,12000,2026-01-07 22:24:08
503033,303272,49000,2026-01-07 22:27:08
503034,303273,24000,2026-01-07 22:35:35
503035,303274,19000,2026-01-07 22:33:35
503036,303275,38000,2026-01-07 22:45:35
503037,303277,30000,2026-01-07 22:55:07
503038,303279,36000,2026-01-07 23:30:09
503039,303281,48000,2026-01-07 23:33:09
503040,303282,13000,2026-01-07 22:52:09
503041,303283,38000,2026-01-07 22:49:35
503042,303284,36000,2026-01-07 22:55:35
503043,303286,11000,2026-01-07 23:38:28
503044,303287,49000,2026-01-07 23:37:28
503045,303288,21000,2026-01-07 23:31:29
503046,303289,28000,2026-01-07 23:56:29
503047,303290,26000,2026-01-07 23:35:29
503048,303291,12000,2026-01-07 23:37:29
503049,303292,17000,2026-01-07 23:51:29
503050,303293,28000,2026-01-08 00:14:42
503051,303295,10000,2026-01-07 23:28:42
503052,303296,25000,2026-01-07 23:55:42
503053,303297,31000,2026-01-08 00:08:42
503054,303298,50000,2026-01-08 00:00:55
503055,303300,18000,2026-01-08 00:20:55
503056,303301,28000,2026-01-07 23:51:34
503057,303302,29000,2026-01-07 23:31:34
503058,303303,47000,2026-01-07 23:54:34
503059,303304,40000,2026-01-08 00:36:34
503060,303306,42000,2026-01-07 23:53:38
503061,303307,32000,2026-01-08 00:12:38
503062,303308,47000,2026-01-07 23:52:38
503063,303309,48000,2026-01-08 00:42:55
503064,303310,11000,2026-01-08 00:08:55
503065,303311,16000,2026-01-08 00:33:55
503066,303312,42000,2026-01-08 00:55:18
503067,303313,10000,2026-01-08 01:01:18
503068,303314,19000,2026-01-08 00:45:18
503069,303315,23000,2026-01-08 00:25:18
503070,303316,50000,2026-01-08 00:47:18
503071,303317,38000,2026-01-08 01:11:03
503072,303318,17000,2026-01-08 00:55:03
503073,303319,15000,2026-01-08 01:37:09
503074,303320,37000,2026-01-08 01:00:09
503075,303321,36000,2026-01-08 00:45:09
503076,303322,30000,2026-01-08 01:26:38
503077,303323,49000,2026-01-08 00:41:38
503078,303324,17000,2026-01-08 01:22:38
503079,303325,23000,2026-01-08 01:20:20
503080,303326,41000,2026-01-08 01:14:20
503081,303327,18000,2026-01-08 01:12:20
503082,303328,42000,2026-01-08 01:18:20
503083,303329,15000,2026-01-08 01:06:20
503084,303330,25000,2026-01-08 01:48:01
503085,303331,46000,2026-01-08 01:51:01
503086,303332,25000,2026-01-08 01:44:01
503087,303333,37000,2026-01-08 01:26:01
503088,303334,44000,2026-01-08 02:15:05
503089,303335,22000,2026-01-08 02:14:05
503090,303336,14000,2026-01-08 01:45:05
503091,303337,12000,2026-01-08 01:16:05
503092,303338,11000,2026-01-08 02:25:05
503093,303339,37000,2026-01-08 01:49:27
503094,303340,33000,2026-01-08 01:47:27
503095,303341,30000,2026-01-08 01:46:27
503096,303342,34000,2026-01-08 02:34:59
503097,303343,38000,2026-01-08 02:14:59
503098,303344,27000,2026-01-08 02:23:59
503099,303345,17000,2026-01-08 01:38:59
503100,303346,10000,2026-01-08 02:02:59
503101,303347,19000,2026-01-08 02:31:13
503102,303348,18000,2026-01-08 02:48:13
503103,303349,21000,2026-01-08 02:29:13
503104,303351,26000,2026-01-08 02:25:13
503105,303352,37000,2026-01-08 02:50:07
503106,303353,21000,2026-01-08 01:55:07
503107,303354,10000,2026-01-08 02:36:51
503108,303356,17000,2026-01-08 03:02:51
503109,303357,39000,2026-01-08 01:58:51
503110,303358,18000,2026-01-08 02:17:51
503111,303359,19000,2026-01-08 03:10:20
503112,303360,27000,2026-01-08 02:48:20
503113,303361,35000,2026-01-08 03:10:20
503114,303362,43000,2026-01-08 03:10:00
503115,303363,19000,2026-01-08 02:21:00
503116,303364,43000,2026-01-08 03:02:00
503117,303365,26000,2026-01-08 03:17:00
503118,303367,44000,2026-01-08 03:26:45
503119,303368,15000,2026-01-08 03:30:45
503120,303369,50000,2026-01-08 03:19:45
503121,303370,37000,2026-01-08 03:32:45
503122,303371,36000,2026-01-08 02:54:45
503123,303372,49000,2026-01-08 03:07:52
503124,303373,23000,2026-01-08 03:17:52
503125,303374,28000,2026-01-08 03:21:12
503126,303375,43000,2026-01-08 03:59:12
503127,303376,43000,2026-01-08 03:48:39
503128,303377,12000,2026-01-08 03:37:39
503129,303378,14000,2026-01-08 03:35:31
503130,303379,14000,2026-01-08 03:59:31
503131,303380,42000,2026-01-08 04:05:31
503132,303381,32000,2026-01-08 03:58:31
503133,303382,10000,2026-01-08 03:42:31
503134,303383,38000,2026-01-08 04:27:04
503135,303384,48000,2026-01-08 03:57:04
503136,303385,16000,2026-01-08 04:20:04
503137,303386,23000,2026-01-08 04:13:04
503138,303387,34000,2026-01-08 04:32:44
503139,303389,43000,2026-01-08 04:21:41
503140,303390,40000,2026-01-08 04:43:41
503141,303391,31000,2026-01-08 04:20:41
503142,303392,44000,2026-01-08 04:01:41
503143,303393,19000,2026-01-08 04:34:41
503144,303394,42000,2026-01-08 04:30:23
503145,303395,19000,2026-01-08 04:23:23
503146,303396,31000,2026-01-08 04:46:23
503147,303397,23000,2026-01-08 04:25:20
503148,303398,19000,2026-01-08 04:56:20
503149,303399,39000,2026-01-08 04:45:20
503150,303400,45000,2026-01-08 05:15:20
503151,303401,13000,2026-01-08 04:48:27
503152,303402,29000,2026-01-08 04:54:27
503153,303403,44000,2026-01-08 05:10:27
503154,303404,44000,2026-01-08 04:52:27
503155,303405,24000,2026-01-08 05:27:51
503156,303406,40000,2026-01-08 05:11:51
503157,303407,18000,2026-01-08 05:05:21
503158,303408,42000,2026-01-08 05:20:21
503159,303409,19000,2026-01-08 04:52:48
503160,303410,27000,2026-01-08 05:22:48
503161,303411,40000,2026-01-08 06:13:56
503162,303412,16000,2026-01-08 05:59:56
503163,303413,37000,2026-01-08 05:25:56
503164,303414,16000,2026-01-08 05:35:56
503165,303415,35000,2026-01-08 05:32:56
503166,303416,43000,2026-01-08 06:12:40
503167,303417,11000,2026-01-08 05:15:40
503168,303418,28000,2026-01-08 05:19:40
503169,303420,15000,2026-01-08 06:19:39
503170,303421,10000,2026-01-08 06:04:39
503171,303422,25000,2026-01-08 05:57:39
503172,303423,31000,2026-01-08 05:30:27
503173,303424,35000,2026-01-08 06:13:27
503174,303425,11000,2026-01-08 05:58:27
